물건번호,사건번호,물건종류,소재지,감정가,최저입찰가,낙찰가,입찰자수,면적,경매회차,지역,낙찰률,수집일시
SAMPLE-001483,2024타경47126,아파트,서울 강남구,203634357,104260790,127713539,2,56.19,4,서울,0.6272,2026-02-02 20:53:01
SAMPLE-001484,2024타경49621,상가,인천 남구,1629539849,1303631879,1303631879,5,164.6,2,인천,0.8,2026-02-02 20:53:01
SAMPLE-001485,2024타경16162,단독주택,경기 중구,290655937,148815839,150121867,1,101.35,4,경기,0.5165,2026-02-02 20:53:01
SAMPLE-001486,2024타경45902,다세대,인천 중구,448319644,448319644,448319644,8,84.67,1,인천,1.0,2026-02-02 20:53:01
SAMPLE-001487,2024타경94705,다세대,대구 강남구,210834721,107947377,107947377,2,85.56,4,대구,0.512,2026-02-02 20:53:01
SAMPLE-001488,2024타경97071,단독주택,서울 강남구,743248377,594598701,594598701,3,86.45,2,서울,0.8,2026-02-02 20:53:01
SAMPLE-001489,2024타경17420,단독주택,대구 서초구,464883869,297525676,297525676,1,93.77,3,대구,0.64,2026-02-02 20:53:01
SAMPLE-001490,2024타경12389,아파트,서울 남구,367219533,293775626,293798969,5,70.28,2,서울,0.8001,2026-02-02 20:53:01
SAMPLE-001491,2024타경24905,다세대,서울 강남구,568563768,363880811,396244467,6,54.36,3,서울,0.6969,2026-02-02 20:53:01
SAMPLE-001492,2024타경22730,다세대,경기 강남구,168871205,69169645,95686491,2,70.0,5,경기,0.5666,2026-02-02 20:53:01
SAMPLE-001493,2024타경22097,상가,대구 남구,328638373,134610277,164319186,2,163.19,5,대구,0.5,2026-02-02 20:53:01
SAMPLE-001494,2024타경42209,오피스텔,경기 서초구,277865828,222292662,222292662,4,48.65,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-001495,2024타경82261,아파트,기타 남구,106673230,85338584,85338584,3,99.39,2,기타,0.8,2026-02-02 20:53:01
SAMPLE-001496,2024타경84918,다세대,경기 남구,154953980,99170547,99170547,2,95.06,3,경기,0.64,2026-02-02 20:53:01
SAMPLE-001497,2024타경37230,상가,경기 강남구,1338077967,1338077967,1338077967,13,194.13,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-001498,2024타경51382,아파트,서울 남구,743950251,476128161,546880068,3,89.07,3,서울,0.7351,2026-02-02 20:53:01
SAMPLE-001499,2024타경47402,다세대,대구 강남구,83657756,53540964,56369332,2,96.04,3,대구,0.6738,2026-02-02 20:53:01
SAMPLE-001500,2024타경73876,아파트,서울 남구,257270261,205816209,205816209,4,108.97,2,서울,0.8,2026-02-02 20:53:01
SAMPLE-001501,2024타경36948,오피스텔,서울 중구,542159913,346982344,394757407,4,72.22,3,서울,0.7281,2026-02-02 20:53:01
SAMPLE-001502,2024타경19042,단독주택,경기 서초구,923476383,591024885,591024885,2,62.34,3,경기,0.64,2026-02-02 20:53:01
SAMPLE-001503,2024타경87024,다세대,서울 남구,425734789,272470265,287456868,4,81.98,3,서울,0.6752,2026-02-02 20:53:01
SAMPLE-001504,2024타경39644,오피스텔,경기 송파구,188588053,188588053,188588053,9,29.41,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-001505,2024타경87981,오피스텔,경기 송파구,318705683,254964546,254964546,3,62.03,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-001506,2024타경86629,다세대,인천 송파구,112130048,112130048,112130048,11,41.45,1,인천,1.0,2026-02-02 20:53:01
SAMPLE-001507,2024타경64492,상가,서울 서초구,1971185893,1261558971,1261558971,3,47.24,3,서울,0.64,2026-02-02 20:53:01
SAMPLE-001508,2024타경70533,아파트,기타 중구,337209499,337209499,337209499,5,145.44,1,기타,1.0,2026-02-02 20:53:01
SAMPLE-001509,2024타경17769,오피스텔,경기 중구,568404312,454723449,454723449,4,67.69,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-001510,2024타경22366,아파트,경기 중구,662637135,530109708,538976778,7,94.04,2,경기,0.8134,2026-02-02 20:53:01
SAMPLE-001511,2024타경17839,상가,서울 남구,696200293,696200293,696200293,13,132.42,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-001512,2024타경25843,단독주택,서울 남구,796806077,637444862,637444862,5,109.86,2,서울,0.8,2026-02-02 20:53:01
SAMPLE-001513,2024타경98377,다세대,경기 강남구,437074940,223782369,251776579,2,86.76,4,경기,0.576,2026-02-02 20:53:01
SAMPLE-001514,2024타경99716,오피스텔,서울 강남구,779947752,399333249,477527185,2,23.61,4,서울,0.6123,2026-02-02 20:53:01
SAMPLE-001515,2024타경83752,상가,서울 서초구,1345635389,1345635389,1345635389,9,41.27,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-001516,2024타경31942,아파트,대구 중구,240908811,240908811,240908811,8,104.9,1,대구,1.0,2026-02-02 20:53:01
SAMPLE-001517,2024타경58689,다세대,기타 남구,287142586,183771255,183771255,2,95.89,3,기타,0.64,2026-02-02 20:53:01
SAMPLE-001518,2024타경31983,상가,경기 송파구,528500474,338240303,338240303,2,113.78,3,경기,0.64,2026-02-02 20:53:01
SAMPLE-001519,2024타경93620,상가,기타 송파구,149878028,149878028,149878028,5,181.59,1,기타,1.0,2026-02-02 20:53:01
SAMPLE-001520,2024타경66600,단독주택,경기 남구,905395462,905395462,905395462,13,95.26,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-001521,2024타경17084,단독주택,인천 중구,828288453,828288453,828288453,7,81.76,1,인천,1.0,2026-02-02 20:53:01
SAMPLE-001522,2024타경62096,오피스텔,서울 강남구,514598728,411678982,411678982,7,27.45,2,서울,0.8,2026-02-02 20:53:01
SAMPLE-001523,2024타경84906,오피스텔,경기 강남구,702330660,702330660,702330660,9,75.19,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-001524,2024타경75101,단독주택,서울 송파구,543677403,543677403,543677403,15,65.7,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-001525,2024타경79092,단독주택,서울 강남구,625180843,625180843,625180843,14,38.56,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-001526,2024타경88572,단독주택,부산 남구,171562292,171562292,171562292,9,81.07,1,부산,1.0,2026-02-02 20:53:01
SAMPLE-001527,2024타경45539,오피스텔,기타 서초구,357401219,357401219,357401219,4,35.46,1,기타,1.0,2026-02-02 20:53:01
SAMPLE-001528,2024타경77122,단독주택,인천 강남구,566195355,362365027,362365027,3,71.48,3,인천,0.64,2026-02-02 20:53:01
SAMPLE-001529,2024타경86862,오피스텔,서울 서초구,850529345,544338781,589611380,2,67.12,3,서울,0.6932,2026-02-02 20:53:01
SAMPLE-001530,2024타경30695,상가,서울 송파구,1681767755,861065090,921240888,3,139.24,4,서울,0.5478,2026-02-02 20:53:01
SAMPLE-001531,2024타경59264,상가,인천 송파구,2069690559,1655752447,1655752447,4,42.8,2,인천,0.8,2026-02-02 20:53:01
SAMPLE-001532,2024타경52523,오피스텔,부산 남구,496162365,496162365,496162365,10,42.93,1,부산,1.0,2026-02-02 20:53:01
SAMPLE-001533,2024타경91993,단독주택,경기 강남구,496093433,396874746,396874746,8,62.04,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-001534,2024타경91719,단독주택,경기 강남구,689890761,551912609,551912609,6,33.0,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-001535,2024타경57501,아파트,부산 송파구,341484121,218549837,220470491,3,147.69,3,부산,0.6456,2026-02-02 20:53:01
SAMPLE-001536,2024타경43290,단독주택,서울 남구,1022610021,1022610021,1022610021,13,93.74,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-001537,2024타경78700,상가,서울 남구,1352212087,865415735,865415735,4,101.87,3,서울,0.64,2026-02-02 20:53:01
SAMPLE-001538,2024타경95491,단독주택,경기 강남구,268787912,268787912,268787912,9,85.37,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-001539,2024타경58087,아파트,서울 서초구,1230459550,984367640,984367640,5,113.68,2,서울,0.8,2026-02-02 20:53:01
SAMPLE-001540,2024타경72710,단독주택,서울 강남구,852896326,682317061,682317061,3,112.94,2,서울,0.8,2026-02-02 20:53:01
SAMPLE-001541,2024타경96531,아파트,대구 송파구,305550814,195552521,195552521,1,83.54,3,대구,0.64,2026-02-02 20:53:01
SAMPLE-001542,2024타경96190,다세대,서울 송파구,198093011,198093011,198093011,11,72.68,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-001543,2024타경25094,오피스텔,인천 남구,534177221,534177221,534177221,10,24.46,1,인천,1.0,2026-02-02 20:53:01
SAMPLE-001544,2024타경27621,아파트,경기 남구,560286254,560286254,560286254,7,147.77,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-001545,2024타경99422,아파트,부산 강남구,579724754,463779803,463779803,2,137.18,2,부산,0.8,2026-02-02 20:53:01
SAMPLE-001546,2024타경35428,오피스텔,기타 서초구,307333999,196693759,198724933,1,66.77,3,기타,0.6466,2026-02-02 20:53:01
SAMPLE-001547,2024타경22045,오피스텔,서울 송파구,711521051,455373472,524307409,2,31.81,3,서울,0.7369,2026-02-02 20:53:01
SAMPLE-001548,2024타경82551,단독주택,서울 중구,722549582,578039666,578039666,4,69.96,2,서울,0.8,2026-02-02 20:53:01
SAMPLE-001549,2024타경52293,상가,서울 남구,592875275,592875275,592875275,14,144.3,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-001550,2024타경74326,오피스텔,대구 송파구,210934154,134997858,135774079,1,78.55,3,대구,0.6437,2026-02-02 20:53:01
SAMPLE-001551,2024타경45583,단독주택,서울 남구,272212372,111498187,145827586,2,93.29,5,서울,0.5357,2026-02-02 20:53:01
SAMPLE-001552,2024타경53211,아파트,경기 남구,1173962623,1173962623,1173962623,11,114.21,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-001553,2024타경35474,오피스텔,기타 강남구,346708809,177514910,191545768,1,46.66,4,기타,0.5525,2026-02-02 20:53:01
SAMPLE-001554,2024타경86085,오피스텔,서울 서초구,631164268,504931414,504931414,3,48.13,2,서울,0.8,2026-02-02 20:53:01
SAMPLE-001555,2024타경38434,단독주택,서울 서초구,1100024748,1100024748,1100024748,14,37.15,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-001556,2024타경70389,아파트,경기 서초구,760795754,760795754,760795754,13,140.96,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-001557,2024타경25046,상가,경기 남구,970362965,776290372,776290372,4,151.38,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-001558,2024타경61116,상가,대구 서초구,1467184467,1173747574,1173747574,5,114.59,2,대구,0.8,2026-02-02 20:53:01
SAMPLE-001559,2024타경82247,단독주택,기타 서초구,569040480,455232384,455232384,2,32.08,2,기타,0.8,2026-02-02 20:53:01
SAMPLE-001560,2024타경51145,아파트,경기 강남구,1099226285,1099226285,1099226285,15,138.82,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-001561,2024타경35762,아파트,경기 남구,697756709,357251435,419652287,1,83.38,4,경기,0.6014,2026-02-02 20:53:01
SAMPLE-001562,2024타경82277,오피스텔,기타 중구,427219954,341775963,341775963,1,52.79,2,기타,0.8,2026-02-02 20:53:01
SAMPLE-001563,2024타경15863,다세대,기타 중구,399960782,255974900,255974900,1,109.78,3,기타,0.64,2026-02-02 20:53:01
SAMPLE-001564,2024타경93892,단독주택,서울 남구,1093339175,1093339175,1093339175,9,79.66,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-001565,2024타경19152,오피스텔,대구 송파구,248488173,159032430,159032430,1,62.46,3,대구,0.64,2026-02-02 20:53:01
SAMPLE-001566,2024타경34466,다세대,서울 송파구,639536489,639536489,639536489,10,59.25,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-001567,2024타경55642,오피스텔,서울 중구,436431882,178762499,238268422,2,46.11,5,서울,0.5459,2026-02-02 20:53:01
SAMPLE-001568,2024타경83484,상가,서울 강남구,2212216095,2212216095,2212216095,11,143.96,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-001569,2024타경66611,상가,서울 서초구,2667933892,2667933892,2667933892,15,129.95,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-001570,2024타경16813,단독주택,경기 서초구,596835300,477468240,477468240,4,73.06,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-001571,2024타경61419,아파트,서울 강남구,735090969,735090969,746070635,19,147.89,1,서울,1.0149,2026-02-02 20:53:01
SAMPLE-001572,2024타경94581,오피스텔,서울 남구,517612562,517612562,517612562,13,78.77,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-001573,2024타경99818,다세대,서울 남구,122626619,50227863,71325953,3,61.31,5,서울,0.5817,2026-02-02 20:53:01
SAMPLE-001574,2024타경38327,아파트,서울 강남구,1088030104,1088030104,1088030104,6,142.81,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-001575,2024타경98631,다세대,경기 송파구,360010606,288008485,288008485,3,45.11,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-001576,2024타경41093,다세대,인천 중구,396801162,396801162,396801162,11,98.12,1,인천,1.0,2026-02-02 20:53:01
SAMPLE-001577,2024타경57133,오피스텔,서울 중구,313323088,160421421,193242122,2,54.66,4,서울,0.6168,2026-02-02 20:53:01
SAMPLE-001578,2024타경63264,상가,서울 송파구,2237845530,1790276424,1790276424,6,130.36,2,서울,0.8,2026-02-02 20:53:01
SAMPLE-001579,2024타경90848,단독주택,경기 송파구,877554731,877554731,877554731,6,99.61,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-001580,2024타경24428,단독주택,서울 중구,409764425,327811540,327811540,7,92.43,2,서울,0.8,2026-02-02 20:53:01
SAMPLE-001581,2024타경29039,상가,대구 서초구,1369212869,876296236,876296236,2,149.58,3,대구,0.64,2026-02-02 20:53:01
SAMPLE-001582,2024타경42759,아파트,대구 서초구,236186123,151159119,156655745,1,116.49,3,대구,0.6633,2026-02-02 20:53:01
SAMPLE-001583,2024타경65034,다세대,부산 송파구,397338408,317870727,317870727,4,65.33,2,부산,0.8,2026-02-02 20:53:01
SAMPLE-001584,2024타경41915,다세대,서울 송파구,352214515,281771612,281771612,1,103.57,2,서울,0.8,2026-02-02 20:53:01
SAMPLE-001585,2024타경84608,오피스텔,서울 송파구,800487564,640390051,660588890,9,75.83,2,서울,0.8252,2026-02-02 20:53:01
SAMPLE-001586,2024타경61944,다세대,경기 중구,275824980,141222390,172756983,3,94.96,4,경기,0.6263,2026-02-02 20:53:01
SAMPLE-001587,2024타경29629,상가,서울 송파구,153373527,122698821,122698821,4,65.1,2,서울,0.8,2026-02-02 20:53:01
SAMPLE-001588,2024타경32523,단독주택,부산 강남구,338452534,270762027,270762027,4,76.48,2,부산,0.8,2026-02-02 20:53:01
SAMPLE-001589,2024타경99661,다세대,경기 중구,213013858,170411086,170411086,4,107.47,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-001590,2024타경82832,아파트,부산 남구,521138096,416910476,416910476,5,128.46,2,부산,0.8,2026-02-02 20:53:01
SAMPLE-001591,2024타경70522,상가,경기 서초구,2283785324,1461622607,1469731134,3,47.25,3,경기,0.6436,2026-02-02 20:53:01
SAMPLE-001592,2024타경88682,단독주택,경기 서초구,768526945,314788636,391930078,1,105.62,5,경기,0.51,2026-02-02 20:53:01
SAMPLE-001593,2024타경75848,오피스텔,기타 남구,108756792,69604347,71087340,2,79.13,3,기타,0.6536,2026-02-02 20:53:01
SAMPLE-001594,2024타경54327,오피스텔,서울 남구,687578703,352040296,392393614,3,43.85,4,서울,0.5707,2026-02-02 20:53:01
SAMPLE-001595,2024타경38008,오피스텔,서울 남구,469725910,375780728,375780728,5,67.53,2,서울,0.8,2026-02-02 20:53:01
SAMPLE-001596,2024타경86790,단독주택,서울 서초구,547674684,280409438,332652609,2,93.81,4,서울,0.6074,2026-02-02 20:53:01
SAMPLE-001597,2024타경98191,상가,서울 송파구,1115434067,892347254,892347254,3,55.49,2,서울,0.8,2026-02-02 20:53:01
SAMPLE-001598,2024타경67155,상가,서울 서초구,1144027426,1144027426,1144027426,7,90.71,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-001599,2024타경86536,단독주택,인천 서초구,238243663,190594930,190594930,4,52.01,2,인천,0.8,2026-02-02 20:53:01
SAMPLE-001600,2024타경21020,다세대,인천 강남구,132829303,132829303,132829303,14,88.28,1,인천,1.0,2026-02-02 20:53:01
SAMPLE-001601,2024타경25353,오피스텔,인천 강남구,432851586,432851586,432851586,10,21.65,1,인천,1.0,2026-02-02 20:53:01
SAMPLE-001602,2024타경87300,아파트,경기 중구,926573349,474405554,561647846,2,120.69,4,경기,0.6062,2026-02-02 20:53:01
SAMPLE-001603,2024타경68798,오피스텔,대구 중구,415639826,332511861,332511861,4,21.3,2,대구,0.8,2026-02-02 20:53:01
SAMPLE-001604,2024타경51060,단독주택,기타 송파구,288726198,230980958,230980958,3,98.68,2,기타,0.8,2026-02-02 20:53:01
SAMPLE-001605,2024타경51607,오피스텔,부산 남구,305755986,195683831,195683831,1,41.92,3,부산,0.64,2026-02-02 20:53:01
SAMPLE-001606,2024타경29882,다세대,경기 강남구,137058194,109646555,109646555,3,56.79,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-001607,2024타경27993,상가,인천 중구,1880677487,1880677487,1880677487,8,166.34,1,인천,1.0,2026-02-02 20:53:01
SAMPLE-001608,2024타경46185,오피스텔,인천 강남구,91246164,72996931,72996931,6,41.54,2,인천,0.8,2026-02-02 20:53:01
SAMPLE-001609,2024타경74008,오피스텔,부산 남구,537481766,429985412,429985412,4,45.52,2,부산,0.8,2026-02-02 20:53:01
SAMPLE-001610,2024타경70851,다세대,기타 서초구,315071241,315071241,315071241,4,117.04,1,기타,1.0,2026-02-02 20:53:01
SAMPLE-001611,2024타경57277,단독주택,기타 중구,147010751,117608601,117608601,2,100.98,2,기타,0.8,2026-02-02 20:53:01
SAMPLE-001612,2024타경67985,아파트,서울 송파구,175581359,175581359,175581359,13,86.03,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-001613,2024타경27879,아파트,서울 송파구,473788425,379030740,379030740,5,134.78,2,서울,0.8,2026-02-02 20:53:01
SAMPLE-001614,2024타경52599,다세대,부산 서초구,216219173,216219173,216219173,9,113.25,1,부산,1.0,2026-02-02 20:53:01
SAMPLE-001615,2024타경54874,다세대,경기 서초구,518047805,518047805,518047805,9,87.64,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-001616,2024타경48383,오피스텔,경기 남구,693473635,693473635,693473635,11,36.68,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-001617,2024타경52089,단독주택,서울 강남구,1025636856,1025636856,1025636856,9,42.48,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-001618,2024타경25653,다세대,인천 서초구,55010156,22532160,28536516,2,79.53,5,인천,0.5187,2026-02-02 20:53:01
SAMPLE-001619,2024타경83701,오피스텔,경기 남구,443883105,355106484,355106484,3,27.56,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-001620,2024타경77050,아파트,경기 중구,801532427,801532427,801532427,8,125.7,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-001621,2024타경78120,상가,대구 서초구,1638259330,1638259330,1638259330,8,80.56,1,대구,1.0,2026-02-02 20:53:01
SAMPLE-001622,2024타경97363,단독주택,대구 남구,543098633,434478906,434478906,4,36.89,2,대구,0.8,2026-02-02 20:53:01
SAMPLE-001623,2024타경59775,아파트,인천 중구,127516229,102012983,102012983,4,109.82,2,인천,0.8,2026-02-02 20:53:01
SAMPLE-001624,2024타경69032,상가,인천 남구,1044287721,1044287721,1044287721,9,146.27,1,인천,1.0,2026-02-02 20:53:01
SAMPLE-001625,2024타경69247,다세대,부산 송파구,196608827,157287062,157287062,3,103.36,2,부산,0.8,2026-02-02 20:53:01
SAMPLE-001626,2024타경84658,다세대,경기 강남구,79472271,50862253,51048296,3,37.67,3,경기,0.6423,2026-02-02 20:53:01
SAMPLE-001627,2024타경21502,상가,서울 서초구,277965790,277965790,277965790,14,48.14,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-001628,2024타경56221,단독주택,기타 남구,578078397,578078397,578078397,7,47.92,1,기타,1.0,2026-02-02 20:53:01
SAMPLE-001629,2024타경17816,다세대,서울 서초구,645852132,645852132,645852132,14,88.19,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-001630,2024타경86695,상가,서울 중구,933052537,477722898,486810487,4,56.02,4,서울,0.5217,2026-02-02 20:53:01
SAMPLE-001631,2024타경75796,아파트,대구 서초구,166073545,132858836,132858836,3,149.95,2,대구,0.8,2026-02-02 20:53:01
SAMPLE-001632,2024타경14652,아파트,부산 남구,133149242,85215515,85215515,2,83.31,3,부산,0.64,2026-02-02 20:53:01
SAMPLE-001633,2024타경77414,오피스텔,경기 서초구,530970456,530970456,530970456,11,37.39,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-001634,2024타경10392,오피스텔,서울 서초구,460837718,235948911,266702971,2,55.93,4,서울,0.5787,2026-02-02 20:53:01
SAMPLE-001635,2024타경63673,오피스텔,부산 남구,529569894,529569894,529569894,7,64.98,1,부산,1.0,2026-02-02 20:53:01
SAMPLE-001636,2024타경32427,다세대,경기 강남구,498039046,398431237,398431237,3,88.92,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-001637,2024타경82100,오피스텔,서울 강남구,431773734,431773734,431773734,11,49.49,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-001638,2024타경28211,상가,서울 중구,965675325,772540260,772540260,4,130.73,2,서울,0.8,2026-02-02 20:53:01
SAMPLE-001639,2024타경93339,단독주택,서울 남구,790178674,505714351,505714351,5,65.61,3,서울,0.64,2026-02-02 20:53:01
SAMPLE-001640,2024타경33386,단독주택,부산 서초구,592635324,592635324,592635324,6,115.49,1,부산,1.0,2026-02-02 20:53:01
SAMPLE-001641,2024타경83590,아파트,서울 송파구,892858849,892858849,892858849,13,42.11,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-001642,2024타경89341,다세대,서울 송파구,488542729,488542729,488542729,6,112.79,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-001643,2024타경90385,상가,서울 송파구,2534892801,1038292091,1392812064,3,111.5,5,서울,0.5495,2026-02-02 20:53:01
SAMPLE-001644,2024타경61303,단독주택,경기 중구,913030698,730424558,730424558,1,65.63,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-001645,2024타경88666,아파트,기타 강남구,174207754,71355496,89123756,1,106.54,5,기타,0.5116,2026-02-02 20:53:01
SAMPLE-001646,2024타경91741,다세대,경기 강남구,246937699,246937699,246937699,8,66.51,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-001647,2024타경50884,상가,경기 송파구,1174796515,1174796515,1174796515,11,119.84,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-001648,2024타경99871,오피스텔,인천 중구,491698592,314687098,314687098,4,62.0,3,인천,0.64,2026-02-02 20:53:01
SAMPLE-001649,2024타경91876,오피스텔,경기 남구,390827943,312662354,312662354,5,32.68,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-001650,2024타경31434,단독주택,기타 송파구,438461574,438461574,438461574,8,88.15,1,기타,1.0,2026-02-02 20:53:01
SAMPLE-001651,2024타경13681,오피스텔,부산 강남구,461885855,295606947,295606947,1,29.88,3,부산,0.64,2026-02-02 20:53:01
SAMPLE-001652,2024타경41335,다세대,인천 강남구,419969042,335975233,335975233,5,59.4,2,인천,0.8,2026-02-02 20:53:01
SAMPLE-001653,2024타경93899,오피스텔,기타 남구,86547536,69238029,69238029,3,61.33,2,기타,0.8,2026-02-02 20:53:01
SAMPLE-001654,2024타경63504,단독주택,경기 송파구,854977943,854977943,854977943,9,88.13,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-001655,2024타경84442,아파트,서울 송파구,1204143915,1204143915,1204143915,11,97.3,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-001656,2024타경43126,다세대,인천 서초구,451968464,451968464,451968464,9,61.4,1,인천,1.0,2026-02-02 20:53:01
SAMPLE-001657,2024타경54185,다세대,기타 서초구,395704952,202600935,227109685,1,113.38,4,기타,0.5739,2026-02-02 20:53:01
SAMPLE-001658,2024타경58014,단독주택,인천 남구,299432264,239545811,239545811,3,40.06,2,인천,0.8,2026-02-02 20:53:01
SAMPLE-001659,2024타경29986,오피스텔,서울 강남구,531262233,340007829,370750097,1,37.46,3,서울,0.6979,2026-02-02 20:53:01
SAMPLE-001660,2024타경18354,상가,경기 강남구,2127444772,2127444772,2127444772,12,70.04,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-001661,2024타경38484,상가,인천 강남구,892526943,714021554,714021554,5,52.66,2,인천,0.8,2026-02-02 20:53:01
SAMPLE-001662,2024타경66138,상가,경기 강남구,1547865345,1547865345,1547865345,11,103.74,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-001663,2024타경16352,다세대,경기 중구,76205663,76205663,76205663,9,57.39,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-001664,2024타경71362,상가,서울 강남구,2859809106,2859809106,2859809106,11,173.21,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-001665,2024타경52850,단독주택,대구 송파구,596468272,305391755,305391755,2,47.59,4,대구,0.512,2026-02-02 20:53:01
SAMPLE-001666,2024타경80994,오피스텔,인천 남구,609429129,487543303,487543303,5,25.61,2,인천,0.8,2026-02-02 20:53:01
SAMPLE-001667,2024타경43683,다세대,경기 서초구,409117002,261834881,267768302,2,69.4,3,경기,0.6545,2026-02-02 20:53:01
SAMPLE-001668,2024타경94406,오피스텔,부산 송파구,104672686,66990519,66990519,2,34.46,3,부산,0.64,2026-02-02 20:53:01
SAMPLE-001669,2024타경20328,아파트,부산 서초구,562370630,449896504,449896504,2,47.91,2,부산,0.8,2026-02-02 20:53:01
SAMPLE-001670,2024타경93383,단독주택,경기 남구,665009224,665009224,665009224,8,110.82,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-001671,2024타경97614,오피스텔,서울 남구,615863746,615863746,615863746,10,42.86,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-001672,2024타경50526,단독주택,경기 송파구,276960512,221568410,221568410,4,114.0,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-001673,2024타경67276,다세대,기타 송파구,281975949,144371686,157823234,2,75.96,4,기타,0.5597,2026-02-02 20:53:01
SAMPLE-001674,2024타경96169,다세대,대구 남구,111006938,88805551,88805551,3,100.22,2,대구,0.8,2026-02-02 20:53:01
SAMPLE-001675,2024타경59962,다세대,경기 중구,451004258,451004258,451004258,4,74.57,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-001676,2024타경55229,아파트,서울 강남구,1190218938,1190218938,1190218938,3,116.51,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-001677,2024타경68897,상가,대구 서초구,951665929,951665929,951665929,8,95.36,1,대구,1.0,2026-02-02 20:53:01
SAMPLE-001678,2024타경73455,상가,경기 중구,182819610,146255688,146255688,3,134.26,2,경기,0.8,2026-02-02 20:53:01
SAMPLE-001679,2024타경95358,다세대,경기 강남구,151400143,151400143,151400143,13,56.45,1,경기,1.0,2026-02-02 20:53:01
SAMPLE-001680,2024타경16137,아파트,서울 남구,388280952,388280952,388280952,10,50.21,1,서울,1.0,2026-02-02 20:53:01
SAMPLE-001681,2024타경24426,오피스텔,경기 서초구,284713940,145773537,157118435,2,25.28,4,경기,0.5518,2026-02-02 20:53:01
SAMPLE-001682,2024타경25178,상가,대구 남구,1140724763,1140724763,1140724763,9,104.6,1,대구,1.0,2026-02-02 20:53:01
SAMPLE-001683,2024타경90934,다세대,서울 서초구,713999242,571199394,571199394,5,92.3,2,서울,0.8,2026-02-02 20:53:01
SAMPLE-001684,2024타경85763,다세대,서울 중구,503286979,402629583,402629583,3,109.5,2,서울,0.8,2026-02-02 20:53:01
